"age","married","female","black","hispanic","born_us","fertyr","educ_cat","yrs_educ","masters","proffnl","doctoral","empstat","incwage","uhrswork","wkswork1","hrly_wage","ownershp","rent","trantime","hispan","race","citizen","marst","ind1990","occ1990","degfield","statefip"
37,0,0,0,0,1,NA,4,16,0,0,0,1,45000,45,52,19.2307692307692,1,NA,35,0,1,1,6,881,22,62,26
31,1,1,0,1,0,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,0,1,0,999,0,31
32,1,1,0,0,1,0,3,13,0,0,0,1,21000,30,52,13.4615384615385,1,NA,30,0,1,1,1,812,446,0,26
43,0,0,0,1,1,NA,5,18,1,0,0,1,150000,40,52,72.1153846153846,1,NA,15,4,1,1,6,831,26,24,41
43,1,0,0,0,1,NA,2,12,0,0,0,1,40000,50,52,15.3846153846154,1,NA,47,0,1,1,1,641,364,0,12
27,0,1,0,0,1,0,3,14,0,0,0,1,29000,40,52,13.9423076923077,1,NA,5,0,1,1,6,12,678,0,32
27,1,0,0,0,1,NA,1,9,0,0,0,1,40000,40,48,20.8333333333333,1,NA,20,0,1,1,1,230,496,0,42
31,1,1,0,1,1,0,2,12,0,0,0,1,13000,35,52,7.14285714285714,2,800,15,4,7,1,1,731,889,0,47
33,1,1,0,0,1,0,3,14,0,0,0,1,84000,40,52,40.3846153846154,2,2200,25,0,1,1,1,711,95,0,48
50,1,0,1,0,1,NA,3,14,0,0,0,1,50000,52,52,18.491124260355,1,NA,20,0,2,1,1,410,804,0,1
55,0,1,0,0,1,NA,2,12,0,0,0,1,0,40,45,NA,1,NA,NA,0,1,1,4,712,254,0,6
33,1,1,0,0,1,1,5,18,1,0,0,1,90000,40,52,43.2692307692308,1,NA,30,0,1,1,1,432,7,62,20
34,1,0,0,0,1,NA,5,18,1,0,0,1,265000,70,52,72.8021978021978,1,NA,15,0,4,1,1,60,22,24,6
44,1,1,0,0,1,0,2,12,0,0,0,3,2600,3,44,19.6969696969697,1,NA,NA,0,1,1,1,791,189,0,18
26,1,1,0,0,1,0,3,13,0,0,0,3,60000,60,38,26.3157894736842,1,NA,NA,0,1,1,1,641,22,0,29
34,1,1,0,0,1,0,5,18,1,0,0,1,213000,40,52,102.403846153846,1,NA,25,0,1,1,1,812,104,24,24
50,1,1,0,0,1,0,2,12,0,0,0,1,32000,40,52,15.3846153846154,1,NA,7,0,1,1,2,871,207,0,36
49,1,1,0,0,1,0,2,12,0,0,0,1,44000,44,52,19.2307692307692,1,NA,75,0,1,1,1,722,799,0,42
28,0,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,0,999,0,21
35,0,0,0,0,1,NA,2,12,0,0,0,1,30000,45,49,13.6054421768707,1,NA,30,0,1,1,6,751,514,0,49
34,1,1,0,0,1,1,5,17,0,1,0,1,55000,70,52,15.1098901098901,1,NA,NA,0,1,1,1,831,84,19,22
53,0,0,0,0,1,NA,2,12,0,0,0,1,80000,70,52,21.978021978022,2,600,2,0,1,1,4,231,628,0,39
47,1,1,0,0,1,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,2,831,95,61,24
49,1,0,0,1,0,NA,2,12,0,0,0,1,25000,40,52,12.0192307692308,1,NA,30,1,7,0,1,20,486,0,6
32,1,0,0,0,1,NA,1,10,0,0,0,1,40000,40,52,19.2307692307692,1,NA,35,0,1,1,1,331,766,0,27
33,1,1,0,0,1,1,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,862,155,0,40
42,0,0,0,0,1,NA,3,13,0,0,0,1,50000,40,52,24.0384615384615,1,NA,5,0,1,1,6,762,17,0,15
46,1,1,0,1,0,0,3,13,0,0,0,1,0,18,12,NA,2,1600,20,1,1,0,1,722,405,0,6
40,0,0,0,1,0,NA,1,0,0,0,0,1,30000,38,52,15.1821862348178,2,1100,60,4,7,0,6,641,443,0,48
29,0,0,1,0,1,NA,2,12,0,0,0,1,50000,40,52,24.0384615384615,1,NA,30,0,2,1,6,60,558,0,11
34,1,1,0,0,1,0,3,13,0,0,0,1,46000,40,52,22.1153846153846,1,NA,10,0,1,1,1,410,22,0,1
28,0,1,0,0,1,0,4,16,0,0,0,1,53000,45,52,22.6495726495727,2,750,15,0,1,1,6,842,157,23,19
30,0,0,0,0,1,NA,3,13,0,0,0,1,45000,60,52,14.4230769230769,1,NA,15,0,1,1,6,411,373,0,48
31,0,1,1,0,1,0,4,16,0,0,0,2,0,NA,NA,NA,2,2200,NA,0,2,1,6,623,277,55,6
32,0,0,0,0,1,NA,2,12,0,0,0,1,12000,30,52,7.69230769230769,1,NA,30,0,1,1,6,410,889,0,42
25,0,1,0,0,1,0,3,13,0,0,0,1,28000,40,52,13.4615384615385,1,NA,40,0,1,1,6,701,25,0,26
36,0,0,0,1,0,NA,4,16,0,0,0,1,72000,50,52,27.6923076923077,2,1600,65,1,7,0,4,612,13,62,17
50,1,1,0,0,1,0,5,18,1,0,0,1,30000,30,45,22.2222222222222,1,NA,30,0,1,1,1,871,183,64,13
53,0,0,0,0,1,NA,3,13,0,0,0,1,80000,50,52,30.7692307692308,1,NA,60,0,1,1,4,102,22,0,12
40,0,1,1,0,1,0,2,12,0,0,0,1,47000,56,52,16.1401098901099,1,NA,45,0,2,1,6,351,518,0,37
48,1,0,0,1,0,NA,1,0,0,0,0,1,56000,40,52,26.9230769230769,1,NA,60,1,7,0,1,762,443,0,6
27,0,1,0,0,1,0,4,16,0,0,0,1,50000,45,52,21.3675213675214,1,NA,30,0,1,1,6,762,318,62,13
32,1,1,0,0,1,0,2,12,0,0,0,3,6000,12,52,9.61538461538461,1,NA,NA,0,1,1,1,842,468,0,26
25,1,1,0,0,1,0,2,12,0,0,0,1,34000,40,52,16.3461538461538,2,1600,60,0,1,1,1,840,313,0,53
27,0,1,0,0,1,0,5,18,1,0,0,1,52000,40,45,28.8888888888889,1,NA,30,0,1,1,6,842,104,52,34
39,1,1,0,1,0,0,4,16,0,0,0,1,80000,35,45,50.7936507936508,1,NA,30,4,1,0,1,842,156,19,34
46,0,1,0,0,1,0,3,13,0,0,0,1,25000,40,52,12.0192307692308,2,300,5,0,1,1,6,842,159,0,30
50,1,1,0,0,1,0,2,12,0,0,0,1,18000,25,52,13.8461538461538,1,NA,10,0,1,1,1,471,889,0,30
32,0,1,1,0,1,0,5,18,1,0,0,1,65000,45,52,27.7777777777778,2,1100,20,0,2,1,6,922,22,64,8
37,1,0,1,0,0,NA,5,18,1,0,0,1,24000,40,52,11.5384615384615,2,1000,30,0,2,0,2,410,357,34,44
52,1,0,0,1,0,NA,1,6,0,0,0,1,28000,38,52,14.17004048583,1,NA,3,1,1,0,1,601,889,0,48
38,0,1,0,0,1,0,4,16,0,0,0,2,0,NA,NA,NA,2,1200,NA,0,1,1,3,641,443,62,51
37,1,1,0,0,1,0,5,18,1,0,0,1,70000,48,36,40.5092592592593,1,NA,25,0,1,1,1,842,156,23,27
42,1,0,0,0,1,NA,5,18,1,0,0,1,95000,45,52,40.5982905982906,1,NA,50,0,1,1,1,841,164,64,6
48,0,1,0,0,1,0,4,16,0,0,0,1,63000,40,52,30.2884615384615,1,NA,20,0,1,1,4,182,185,62,39
33,0,0,0,0,1,NA,5,18,1,0,0,1,60000,40,52,28.8461538461538,2,1600,40,0,1,1,6,850,163,55,53
48,1,0,0,1,1,NA,4,16,0,0,0,1,1e+05,40,52,48.0769230769231,1,NA,30,2,1,1,1,910,159,53,17
42,1,1,0,0,1,0,5,18,1,0,0,1,84000,40,52,40.3846153846154,1,NA,25,0,1,1,1,842,155,23,25
38,1,1,0,0,0,0,5,18,1,0,0,1,165000,40,52,79.3269230769231,1,NA,25,0,6,0,1,732,229,21,6
36,1,0,0,0,1,NA,4,16,0,0,0,1,90000,40,52,43.2692307692308,1,NA,50,0,1,1,1,700,22,62,27
29,1,1,1,0,1,0,2,12,0,0,0,1,52000,36,52,27.7777777777778,2,1100,25,0,2,1,1,711,166,0,29
36,0,1,0,0,1,0,2,12,0,0,0,1,30000,45,52,12.8205128205128,2,550,45,0,1,1,6,571,889,0,12
32,0,0,0,0,0,NA,4,16,0,0,0,1,34000,45,46,16.4251207729469,2,640,100,0,6,0,6,641,436,36,36
47,1,1,0,0,1,0,2,12,0,0,0,1,25000,40,52,12.0192307692308,1,NA,15,0,1,1,1,831,337,0,54
53,1,1,0,0,1,NA,3,14,0,0,0,3,0,NA,NA,NA,2,1700,NA,0,1,1,1,0,999,0,53
35,0,0,0,0,1,NA,3,13,0,0,0,1,48000,40,52,23.0769230769231,2,NA,30,0,1,1,4,932,508,0,40
41,1,0,0,1,0,NA,2,12,0,0,0,1,1e+05,55,52,34.965034965035,1,NA,75,4,7,0,1,623,57,0,6
55,0,1,0,0,1,NA,2,12,0,0,0,1,40000,35,52,21.978021978022,2,1500,10,0,1,1,4,371,313,0,33
48,0,1,1,0,1,0,2,12,0,0,0,1,220,4,50,NA,2,480,30,0,2,1,6,641,436,0,12
37,1,1,0,0,1,0,3,14,0,0,0,1,20000,35,52,10.989010989011,1,NA,10,0,1,1,1,840,447,0,42
42,1,1,1,0,0,0,3,14,0,0,0,1,70000,38,52,35.4251012145749,2,1700,15,0,2,0,1,831,95,0,34
35,1,1,0,0,1,0,2,12,0,0,0,1,30000,40,52,14.4230769230769,1,NA,20,0,1,1,1,831,446,0,1
49,0,0,0,0,1,NA,4,16,0,0,0,1,150000,50,52,57.6923076923077,1,NA,15,0,1,1,4,601,22,55,32
34,0,0,0,0,1,NA,2,12,0,0,0,2,9800,40,35,7,2,800,NA,0,8,1,6,641,436,0,12
46,1,0,0,1,1,NA,2,12,0,0,0,1,23000,40,52,11.0576923076923,2,700,55,1,1,1,1,60,595,0,12
51,1,0,0,0,1,NA,4,16,0,0,0,1,2e+05,50,52,76.9230769230769,1,NA,15,0,6,1,1,710,7,62,48
55,0,1,0,0,1,NA,2,12,0,0,0,1,0,30,51,NA,1,NA,45,0,1,1,4,432,461,0,13
48,1,1,0,0,1,0,5,18,1,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,741,185,14,48
41,1,1,0,1,0,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,0,1,0,999,0,48
31,1,1,0,0,1,0,3,14,0,0,0,1,24000,40,52,11.5384615384615,1,NA,25,0,1,1,1,832,447,0,12
53,0,1,1,0,1,NA,1,11,0,0,0,3,0,NA,NA,NA,2,NA,NA,0,2,1,6,0,999,0,1
51,0,0,1,0,1,NA,4,16,0,0,0,3,0,NA,NA,NA,2,230,NA,0,2,1,6,0,999,62,53
52,1,0,0,0,1,NA,3,14,0,0,0,1,135000,50,52,51.9230769230769,1,NA,20,0,1,1,1,450,577,0,37
27,0,0,0,1,1,NA,2,12,0,0,0,1,60000,40,52,28.8461538461538,2,1900,40,4,1,1,6,60,454,0,36
31,1,0,0,0,1,NA,2,12,0,0,0,2,0,NA,NA,NA,2,640,NA,0,1,1,1,992,991,0,26
30,0,0,0,0,1,NA,4,16,0,0,0,1,10000,15,52,12.8205128205128,1,NA,15,0,1,1,6,810,459,21,48
34,1,1,0,0,1,0,3,13,0,0,0,1,41000,40,52,19.7115384615385,2,400,45,0,1,1,1,832,447,0,26
46,1,1,0,1,1,0,3,13,0,0,0,1,75000,45,52,32.0512820512821,1,NA,45,2,9,1,1,700,22,0,48
52,0,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,4,601,687,0,12
46,1,1,0,0,0,0,4,16,0,0,0,1,82000,40,52,39.4230769230769,1,NA,50,0,6,0,2,181,78,36,34
51,1,0,0,0,1,NA,4,16,0,0,0,1,121000,42,52,55.4029304029304,1,NA,20,0,1,1,1,891,55,24,35
35,0,1,0,0,1,0,4,16,0,0,0,1,0,35,52,NA,1,NA,25,0,1,1,6,772,456,15,29
54,0,0,0,0,1,NA,2,12,0,0,0,1,25000,40,52,12.0192307692308,2,1700,30,0,1,1,3,402,804,0,6
44,1,1,0,0,1,0,4,16,0,0,0,1,50000,35,52,27.4725274725275,1,NA,60,0,1,1,1,910,379,33,36
35,1,0,0,0,1,NA,2,12,0,0,0,1,60000,45,48,27.7777777777778,2,2400,159,0,1,1,1,60,575,0,8
45,0,1,1,0,1,0,5,18,1,0,0,1,75000,40,52,36.0576923076923,1,NA,60,0,2,1,6,922,22,62,8
29,1,0,0,1,1,NA,5,18,1,0,0,1,78000,40,52,37.5,1,NA,35,1,1,1,1,181,25,62,12
44,0,1,0,0,1,0,5,18,1,0,0,1,30000,45,40,16.6666666666667,1,NA,5,0,1,1,4,840,105,52,56
30,0,1,0,0,1,0,2,12,0,0,0,1,22600,40,52,10.8653846153846,1,NA,15,0,1,1,4,591,276,0,12
48,1,0,0,0,1,NA,4,16,0,0,0,1,112000,45,52,47.8632478632479,1,NA,NA,0,1,1,1,732,64,21,27
25,0,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,0,999,0,24
32,0,1,0,0,1,0,3,14,0,0,0,1,44000,40,52,21.1538461538462,1,NA,60,0,1,1,3,831,203,0,55
33,1,0,0,0,0,NA,5,18,1,0,0,2,180,1,3,60,1,NA,NA,0,1,0,1,810,199,53,48
33,1,1,0,0,1,0,2,12,0,0,0,1,40000,40,52,19.2307692307692,1,NA,20,0,1,1,1,880,176,0,37
41,1,0,0,1,0,NA,2,12,0,0,0,1,70000,60,52,22.4358974358974,1,NA,NA,1,1,0,1,272,503,0,27
53,1,0,0,0,1,NA,2,12,0,0,0,1,59000,40,52,28.3653846153846,2,1000,35,0,1,1,1,732,229,0,49
41,0,0,0,0,1,NA,3,13,0,0,0,1,26700,35,52,14.6703296703297,1,NA,10,0,1,1,6,601,243,0,18
25,1,0,0,0,1,NA,1,0,0,0,0,1,139000,75,52,35.6410256410256,1,NA,20,0,1,1,1,451,218,0,48
29,1,1,0,0,1,0,3,13,0,0,0,1,57000,80,52,13.7019230769231,1,NA,105,0,1,1,1,910,234,0,54
40,1,0,0,0,0,NA,1,0,0,0,0,1,25000,40,52,12.0192307692308,2,1200,45,0,1,0,1,631,276,0,36
54,1,0,0,0,1,NA,2,12,0,0,0,1,60000,40,52,28.8461538461538,1,NA,5,0,1,1,1,910,22,0,51
52,0,1,0,1,0,NA,2,12,0,0,0,1,30000,32,52,18.0288461538462,2,1700,25,4,1,0,6,722,405,0,36
49,1,1,0,0,1,0,4,16,0,0,0,1,99000,90,52,21.1538461538462,1,NA,36,0,1,1,1,842,157,23,6
33,0,0,0,0,1,NA,2,12,0,0,0,1,8400,40,52,4.03846153846154,1,NA,30,0,1,1,6,751,505,0,37
29,0,0,0,0,1,NA,3,14,0,0,0,1,21100,40,52,10.1442307692308,1,NA,45,0,1,1,6,641,436,0,18
47,1,1,0,0,1,0,4,16,0,0,0,1,0,40,52,NA,1,NA,NA,0,1,1,1,712,254,62,2
43,1,0,0,0,1,NA,4,16,0,0,0,1,125000,40,52,60.0961538461538,1,NA,25,0,1,1,1,700,22,60,37
51,1,1,0,0,0,NA,2,12,0,0,0,1,90000,50,52,34.6153846153846,1,NA,20,0,1,0,1,732,22,0,37
38,1,1,0,0,0,0,5,18,1,0,0,1,190000,50,52,73.0769230769231,1,NA,35,0,6,0,1,702,7,55,12
38,0,1,0,0,1,0,2,12,0,0,0,1,23600,30,52,15.1282051282051,1,NA,10,0,1,1,6,840,447,0,42
32,0,0,0,0,1,NA,2,12,0,0,0,1,22000,40,40,13.75,1,NA,48,0,1,1,6,810,887,0,12
41,0,0,0,0,1,NA,2,12,0,0,0,1,0,50,52,NA,2,1500,NA,0,1,1,6,20,486,0,36
37,0,1,0,1,1,0,3,13,0,0,0,1,25000,40,52,12.0192307692308,2,800,20,1,1,1,6,820,204,0,48
26,1,0,1,0,1,NA,2,12,0,0,0,1,30000,40,52,14.4230769230769,2,600,30,0,2,1,2,270,889,0,42
42,0,1,1,0,1,0,2,12,0,0,0,1,21600,40,52,10.3846153846154,1,NA,10,0,2,1,6,100,766,0,1
51,1,1,0,0,1,NA,3,13,0,0,0,1,0,40,52,NA,1,NA,NA,0,1,1,1,712,13,0,45
34,1,1,0,0,1,0,3,14,0,0,0,1,20000,40,52,9.61538461538461,1,NA,25,0,1,1,1,180,319,0,39
25,0,1,0,0,1,0,3,14,0,0,0,1,20000,30,52,12.8205128205128,1,NA,60,0,1,1,4,731,27,0,41
55,1,0,0,0,0,NA,5,18,1,0,0,1,134000,40,52,64.4230769230769,1,NA,25,0,6,0,1,732,64,55,24
51,0,1,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,2,NA,NA,0,1,1,4,0,999,0,13
46,0,1,0,0,1,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,4,0,999,34,31
37,0,0,1,0,1,NA,1,0,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,2,1,6,0,999,0,37
34,0,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,0,999,0,17
32,1,1,0,0,0,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,6,0,1,791,274,52,27
48,1,0,0,0,1,NA,3,13,0,0,0,1,95000,40,52,45.6730769230769,1,NA,2,0,1,1,1,450,577,0,38
51,1,1,0,0,1,NA,5,17,0,1,0,1,85000,45,52,36.3247863247863,1,NA,20,0,1,1,1,890,23,62,53
25,0,0,1,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,2,1000,NA,0,2,1,6,0,999,0,17
55,0,0,0,0,1,NA,3,13,0,0,0,1,50000,40,52,24.0384615384615,2,850,75,0,1,1,6,60,567,0,9
39,0,1,1,0,1,0,4,16,0,0,0,1,25600,40,52,12.3076923076923,1,NA,25,0,2,1,6,862,159,52,11
36,1,1,1,0,1,1,5,22,0,0,1,1,72000,44,52,31.4685314685315,1,NA,NA,0,2,1,1,541,184,36,42
43,1,0,0,0,0,NA,4,16,0,0,0,1,55000,40,52,26.4423076923077,1,NA,20,0,1,0,1,810,175,23,26
53,0,0,0,1,1,NA,1,10,0,0,0,1,0,30,2,NA,1,NA,20,1,1,1,6,60,579,0,41
41,1,1,0,0,1,0,2,12,0,0,0,1,5000,14,52,6.86813186813187,1,NA,15,0,1,1,1,872,318,0,54
31,1,1,0,0,1,0,5,18,1,0,0,1,3000,10,12,25,1,NA,10,0,1,1,1,850,14,23,45
40,1,0,0,0,1,NA,4,16,0,0,0,1,47000,40,52,22.5961538461538,1,NA,20,0,1,1,1,171,195,19,39
40,1,1,0,0,0,0,2,12,0,0,0,1,28000,20,52,26.9230769230769,1,NA,60,0,4,0,1,341,8,0,6
38,1,0,0,0,0,NA,5,18,1,0,0,1,81000,40,52,38.9423076923077,2,1400,10,0,6,0,1,732,22,24,48
50,1,0,0,1,1,NA,1,3,0,0,0,1,17000,20,52,16.3461538461538,2,350,10,1,7,1,1,820,445,0,18
26,0,1,0,0,1,0,4,16,0,0,0,1,47000,40,51,23.0392156862745,1,NA,20,0,8,1,6,610,243,62,34
49,1,0,0,0,1,NA,3,14,0,0,0,1,26000,40,52,12.5,1,NA,5,0,1,1,1,351,785,0,26
29,0,1,0,0,0,0,5,22,0,0,1,1,20000,40,30,16.6666666666667,2,1900,10,0,4,0,6,891,76,50,36
50,1,1,0,0,0,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,0,1,0,999,0,42
46,1,1,0,0,1,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,62,21
26,0,0,0,0,1,NA,2,12,0,0,0,1,33000,40,52,15.8653846153846,1,NA,45,0,8,1,6,620,243,0,1
40,1,0,0,1,0,NA,3,13,0,0,0,1,0,50,52,NA,1,NA,80,1,1,0,1,402,809,0,12
55,0,1,0,0,1,NA,4,16,0,0,0,1,0,45,52,NA,1,NA,15,0,1,1,4,791,487,62,48
52,1,0,0,0,1,NA,2,12,0,0,0,1,85000,48,52,34.0544871794872,1,NA,45,0,1,1,1,340,365,0,18
36,1,1,0,0,1,0,4,16,0,0,0,1,6000,20,20,15,1,NA,22,0,1,1,1,862,155,19,39
32,0,0,0,1,1,NA,3,14,0,0,0,1,53000,40,52,25.4807692307692,2,950,10,1,7,1,6,10,22,0,6
32,1,1,0,0,1,0,4,16,0,0,0,1,4800,5,52,18.4615384615385,1,NA,20,0,1,1,1,860,159,62,12
51,1,0,0,0,1,NA,2,12,0,0,0,1,50000,40,52,24.0384615384615,1,NA,100,0,1,1,1,901,869,0,55
40,1,1,0,0,0,0,4,16,0,0,0,1,60000,50,52,23.0769230769231,1,NA,15,0,6,0,1,842,23,64,34
38,1,0,0,0,1,NA,3,13,0,0,0,1,38000,40,52,18.2692307692308,2,700,15,0,1,1,1,710,255,0,21
52,1,0,0,0,1,NA,3,14,0,0,0,1,120000,60,52,38.4615384615385,1,NA,30,0,1,1,1,910,423,0,48
43,0,1,1,0,1,0,3,13,0,0,0,1,85000,40,52,40.8653846153846,2,1300,20,0,2,1,6,641,22,0,48
29,1,1,0,0,1,0,4,16,0,0,0,2,0,NA,NA,NA,2,650,NA,0,1,1,1,762,17,52,42
48,0,0,0,0,1,NA,2,12,0,0,0,1,34000,40,52,16.3461538461538,2,1200,4,0,1,1,4,550,373,0,34
55,1,1,0,0,0,NA,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,7,0,1,700,25,33,36
33,0,1,0,0,1,0,5,18,1,0,0,1,40000,40,52,19.2307692307692,2,1400,20,0,1,1,6,842,163,52,42
47,0,1,0,0,1,0,3,14,0,0,0,1,0,30,52,NA,2,1100,NA,0,1,1,4,712,254,0,34
27,0,1,0,0,1,0,2,12,0,0,0,1,20000,35,50,11.4285714285714,2,890,60,0,1,1,6,411,365,0,48
36,0,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,0,999,0,18
48,1,1,0,1,0,0,2,12,0,0,0,1,5800,40,52,NA,2,1100,30,1,1,0,1,661,243,0,6
30,1,1,0,1,1,0,1,11,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,7,1,1,641,276,0,48
28,0,0,0,0,1,NA,3,13,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,740,426,0,47
37,1,1,0,0,0,0,3,14,0,0,0,1,12000,24,52,9.61538461538461,1,NA,NA,0,6,0,1,840,207,0,6
25,0,0,0,0,1,NA,2,12,0,0,0,1,11700,25,52,9,2,NA,20,0,3,1,6,410,804,0,4
42,0,1,0,1,0,0,1,9,0,0,0,3,0,NA,NA,NA,2,1500,NA,1,7,0,4,0,999,0,6
31,0,0,0,1,0,NA,1,1,0,0,0,1,18000,40,52,8.65384615384615,2,500,90,1,7,0,6,20,486,0,12
26,0,1,0,0,1,0,5,22,0,0,1,1,50000,40,52,24.0384615384615,2,1300,90,0,1,1,6,840,103,61,29
35,1,0,0,0,1,NA,2,12,0,0,0,1,7000,42,15,11.1111111111111,2,600,10,0,1,1,1,242,804,0,29
26,0,0,0,0,1,NA,4,16,0,0,0,1,25000,40,42,14.8809523809524,1,NA,3,0,1,1,6,842,157,64,12
37,0,1,0,0,1,0,4,16,0,0,0,1,34000,40,45,18.8888888888889,1,NA,30,0,1,1,6,741,376,36,39
36,1,1,0,0,1,0,5,18,1,0,0,1,12300,32,52,7.39182692307692,1,NA,25,0,1,1,1,831,95,61,27
45,1,1,0,0,1,0,4,16,0,0,0,1,60000,40,52,28.8461538461538,2,3300,10,0,1,1,1,831,95,61,51
46,1,0,0,0,0,NA,4,16,0,0,0,1,55000,50,52,21.1538461538462,1,NA,15,0,1,0,1,842,448,14,53
43,1,0,0,0,1,NA,5,18,1,0,0,1,43200,50,52,16.6153846153846,1,NA,30,0,1,1,1,842,157,36,32
54,0,1,0,0,1,NA,3,13,0,0,0,1,8000,40,52,3.84615384615385,1,NA,4,0,1,1,4,842,453,0,45
41,1,0,0,0,0,NA,2,12,0,0,0,2,0,NA,NA,NA,2,1300,NA,0,6,0,1,751,505,0,40
46,1,0,0,1,0,NA,5,18,1,0,0,1,112000,60,52,35.8974358974359,1,NA,60,4,1,0,2,910,178,55,6
31,0,1,0,0,1,0,4,16,0,0,0,1,42000,40,52,20.1923076923077,1,NA,30,0,1,1,6,890,25,60,32
45,1,0,0,0,0,NA,5,18,1,0,0,1,160000,40,52,76.9230769230769,1,NA,30,0,4,0,1,352,43,62,53
43,1,0,0,0,1,NA,4,16,0,0,0,1,72000,40,52,34.6153846153846,1,NA,45,0,1,1,1,910,418,62,40
28,1,0,0,0,0,NA,5,18,1,0,0,1,140000,40,52,67.3076923076923,1,NA,50,0,6,0,1,721,64,24,8
34,0,0,0,0,1,NA,2,12,0,0,0,1,20000,40,41,12.1951219512195,1,NA,2,0,1,1,6,60,869,0,36
26,1,0,1,0,1,NA,5,18,1,0,0,1,38000,40,52,18.2692307692308,1,NA,1,0,2,1,1,850,163,23,5
46,1,1,0,0,1,0,3,14,0,0,0,1,40000,35,46,24.8447204968944,1,NA,25,0,1,1,1,842,194,0,53
27,1,0,0,0,1,NA,2,12,0,0,0,1,54000,55,52,18.8811188811189,1,NA,15,0,1,1,1,180,637,0,1
50,0,1,0,0,1,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,4,881,21,23,39
42,0,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,3,0,999,0,48
32,0,1,0,0,1,0,5,18,1,0,0,1,57000,40,52,27.4038461538462,1,NA,15,0,1,1,6,901,95,52,9
29,1,1,0,1,1,0,1,9,0,0,0,1,1600,21,3,25.3968253968254,1,NA,3,1,1,1,1,601,276,0,48
32,1,1,0,1,1,0,2,12,0,0,0,3,0,NA,NA,NA,2,490,NA,1,1,1,1,0,999,0,27
33,1,1,1,0,0,1,4,16,0,0,0,3,0,NA,NA,NA,2,1000,NA,0,2,0,1,0,999,21,12
38,0,0,1,0,1,NA,2,12,0,0,0,1,153000,37,52,79.5218295218295,2,900,32,0,2,1,6,411,453,0,51
53,1,1,0,0,1,NA,3,14,0,0,0,1,89000,40,52,42.7884615384615,1,NA,10,0,1,1,1,831,95,0,12
50,0,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,2,640,NA,0,1,1,4,580,804,0,46
49,1,0,0,0,1,NA,2,12,0,0,0,1,55000,40,52,26.4423076923077,1,NA,50,0,1,1,1,952,905,0,22
33,1,1,0,0,1,0,3,13,0,0,0,1,22100,30,52,14.1666666666667,1,NA,NA,0,1,1,1,12,7,0,48
50,0,1,0,0,1,0,5,18,1,0,0,1,120000,50,52,46.1538461538462,1,NA,15,0,1,1,6,332,13,62,6
49,1,0,0,1,0,NA,1,6,0,0,0,1,36000,40,52,17.3076923076923,2,1000,10,1,7,0,1,601,889,0,6
39,1,1,0,1,1,0,5,17,0,1,0,1,58000,40,52,27.8846153846154,1,NA,45,3,1,1,1,901,178,19,12
55,1,0,0,0,1,NA,5,17,0,1,0,1,160000,44,52,69.9300699300699,2,2600,50,0,1,1,2,901,53,24,15
33,0,1,0,0,1,0,3,13,0,0,0,1,40000,40,52,19.2307692307692,1,NA,75,0,1,1,6,741,243,0,17
47,1,0,0,0,1,NA,2,12,0,0,0,1,97000,55,52,33.9160839160839,1,NA,7,0,1,1,1,410,804,0,37
42,0,1,0,1,0,0,1,9,0,0,0,1,19000,40,52,9.13461538461539,2,1600,10,1,1,0,6,10,479,0,6
42,1,0,0,1,0,NA,1,6,0,0,0,1,67000,40,52,32.2115384615385,2,2400,15,1,7,0,1,562,274,0,6
42,0,0,0,0,1,NA,5,18,1,0,0,1,58000,50,52,22.3076923076923,1,NA,4,0,1,1,6,842,157,60,51
