"age","married","female","black","hispanic","born_us","fertyr","educ_cat","yrs_educ","masters","proffnl","doctoral","empstat","incwage","uhrswork","wkswork1","hrly_wage","ownershp","rent","trantime","hispan","race","citizen","marst","ind1990","occ1990","degfield","statefip"
38,1,1,0,0,1,0,5,18,1,0,0,1,52000,40,52,25,1,NA,4,0,1,1,1,850,13,64,51
42,0,0,0,0,1,NA,4,16,0,0,0,1,20000,40,52,9.61538461538461,1,NA,75,0,1,1,6,412,346,21,53
38,1,0,0,1,0,NA,2,12,0,0,0,1,90000,40,52,43.2692307692308,2,1600,45,4,1,0,1,60,869,0,36
36,0,0,1,0,0,NA,3,13,0,0,0,1,60000,50,52,23.0769230769231,1,NA,25,0,2,0,6,591,243,0,13
26,0,1,0,1,1,0,2,12,0,0,0,1,1e+05,45,52,42.7350427350427,1,NA,20,1,7,1,6,610,275,0,55
30,0,0,0,0,1,NA,2,12,0,0,0,1,30000,40,52,14.4230769230769,1,NA,30,0,1,1,6,641,436,0,12
34,1,1,0,0,1,0,3,14,0,0,0,1,41700,40,52,20.0480769230769,1,NA,30,0,1,1,1,931,375,0,39
45,0,1,0,0,1,0,5,18,1,0,0,1,162000,50,52,62.3076923076923,2,2400,5,0,1,1,6,642,275,62,48
39,1,0,0,0,1,NA,4,16,0,0,0,1,1e+05,40,52,48.0769230769231,1,NA,NA,0,1,1,1,711,253,55,55
39,1,0,0,0,1,NA,2,12,0,0,0,1,0,80,52,NA,1,NA,30,0,1,1,1,410,804,0,27
40,1,0,0,0,1,NA,2,12,0,0,0,1,110000,45,52,47.008547008547,1,NA,22,0,1,1,1,910,417,0,16
27,0,0,0,0,0,NA,4,16,0,0,0,1,46600,40,52,22.4038461538462,1,NA,105,0,1,0,6,60,567,61,42
36,0,1,0,0,1,0,4,16,0,0,0,1,46700,50,52,17.9615384615385,2,1300,20,0,1,1,4,842,156,33,51
38,0,1,0,0,1,0,5,18,1,0,0,1,20000,40,22,22.7272727272727,2,900,NA,0,1,1,6,870,174,55,24
29,1,0,0,0,1,NA,2,12,0,0,0,1,60000,44,52,26.2237762237762,1,NA,2,0,1,1,1,620,275,0,18
28,0,0,0,0,0,NA,2,12,0,0,0,1,20000,60,52,6.41025641025641,2,1900,30,0,6,0,6,372,785,0,6
33,1,1,0,0,1,0,4,16,0,0,0,1,30000,40,52,14.4230769230769,2,NA,40,0,1,1,1,721,379,62,45
31,1,1,0,1,0,0,3,14,0,0,0,1,10000,32,30,10.4166666666667,1,NA,15,1,1,0,1,820,445,0,39
53,0,0,0,0,1,NA,1,10,0,0,0,1,21000,25,52,16.1538461538462,1,NA,30,0,1,1,4,871,447,0,20
47,0,1,0,0,1,0,5,18,1,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,4,0,999,62,12
26,1,1,0,0,1,0,3,14,0,0,0,1,15000,34,52,8.4841628959276,1,NA,20,0,1,1,1,601,276,0,48
38,0,1,0,0,1,0,1,11,0,0,0,1,1e+05,50,52,38.4615384615385,1,NA,45,0,1,1,6,682,243,0,18
29,0,1,0,0,1,0,3,13,0,0,0,1,2e+05,50,52,76.9230769230769,2,1600,45,0,1,1,6,891,214,0,25
51,0,1,0,0,1,NA,3,13,0,0,0,1,20000,40,52,9.61538461538461,1,NA,10,0,1,1,4,591,275,0,48
51,0,1,0,1,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,1,6,0,999,0,48
45,1,0,0,0,1,NA,1,10,0,0,0,1,60000,50,52,23.0769230769231,1,NA,20,0,1,1,1,60,579,0,13
44,1,0,0,0,1,NA,2,12,0,0,0,1,31200,40,52,15,1,NA,7,0,1,1,1,172,736,0,45
31,1,0,0,1,1,NA,5,18,1,0,0,1,15000,20,25,30,2,1200,NA,1,8,1,1,800,195,49,25
45,1,1,0,0,1,0,5,17,0,1,0,1,110000,40,48,57.2916666666667,1,NA,40,0,1,1,1,841,178,29,42
37,1,0,0,0,1,NA,5,17,0,1,0,1,109000,40,52,52.4038461538462,1,NA,15,0,1,1,1,881,178,55,51
38,0,1,0,0,0,0,5,22,0,0,1,1,62000,70,52,17.032967032967,1,NA,7,0,6,0,6,850,154,36,17
54,1,1,0,0,1,NA,4,16,0,0,0,1,30000,40,52,14.4230769230769,1,NA,20,0,1,1,1,860,389,62,18
35,1,0,0,0,0,NA,5,18,1,0,0,1,150000,40,52,72.1153846153846,1,NA,25,0,6,0,1,732,229,24,6
31,1,0,0,0,0,NA,4,16,0,0,0,1,21000,29,52,13.9257294429708,2,1600,15,0,6,0,1,931,274,62,51
55,0,0,0,0,1,NA,3,13,0,0,0,1,25000,60,52,8.01282051282051,2,2900,NA,0,1,1,6,562,13,0,6
39,0,0,0,0,1,NA,4,16,0,0,0,1,74000,40,52,35.5769230769231,2,1900,70,0,1,1,6,722,7,24,39
39,0,0,0,0,1,NA,2,12,0,0,0,1,45000,40,52,21.6346153846154,1,NA,15,0,1,1,6,741,188,0,6
50,1,1,0,0,1,0,3,14,0,0,0,1,40000,40,52,19.2307692307692,1,NA,NA,0,1,1,1,732,26,0,42
31,1,0,0,0,1,NA,2,12,0,0,0,1,21300,40,52,10.2403846153846,2,140,5,0,3,1,1,550,889,0,4
49,0,0,0,1,0,NA,1,9,0,0,0,1,0,12,52,NA,1,NA,40,4,7,0,4,612,275,0,48
37,1,0,0,0,1,NA,2,12,0,0,0,1,65000,58,52,21.551724137931,1,NA,70,0,1,1,1,910,426,0,48
25,0,1,0,0,1,0,4,16,0,0,0,1,50000,45,52,21.3675213675214,2,2000,20,0,1,1,6,882,173,14,6
52,1,1,0,0,1,NA,3,14,0,0,0,1,32000,40,52,15.3846153846154,1,NA,15,0,1,1,1,840,27,0,55
46,1,0,0,0,0,NA,4,16,0,0,0,1,1e+05,40,52,48.0769230769231,2,960,5,0,6,0,1,732,64,21,37
42,0,1,0,0,1,0,3,14,0,0,0,1,32000,40,52,15.3846153846154,2,500,3,0,1,1,4,840,207,0,5
29,1,0,0,0,1,NA,4,16,0,0,0,1,65000,45,52,27.7777777777778,1,NA,25,0,1,1,1,372,56,24,44
30,1,0,0,0,1,NA,4,16,0,0,0,1,57000,50,52,21.9230769230769,1,NA,15,0,1,1,1,440,195,19,42
51,0,0,0,1,0,NA,2,12,0,0,0,1,48000,55,52,16.7832167832168,1,NA,10,1,3,0,6,612,22,0,48
47,0,1,0,0,1,0,2,12,0,0,0,1,55000,40,52,26.4423076923077,1,NA,20,0,1,1,6,550,313,0,42
28,0,0,0,1,1,NA,5,18,1,0,0,1,64000,40,52,30.7692307692308,1,NA,60,4,1,1,6,871,174,49,6
30,1,0,0,0,1,NA,4,16,0,0,0,1,36000,40,52,17.3076923076923,1,NA,8,0,1,1,1,711,253,62,36
38,0,1,0,0,0,0,3,14,0,0,0,1,0,40,52,NA,1,NA,NA,0,1,0,4,772,458,0,4
45,1,1,1,0,1,0,4,16,0,0,0,1,40000,40,52,19.2307692307692,2,1400,45,0,2,1,1,732,13,62,48
41,1,0,0,0,1,NA,5,18,1,0,0,1,150000,40,52,72.1153846153846,1,NA,23,0,1,1,1,882,59,36,42
31,0,0,0,0,0,NA,2,12,0,0,0,1,20000,40,24,20.8333333333333,2,830,40,0,8,0,6,510,889,0,53
54,1,0,0,0,1,NA,5,18,1,0,0,1,2e+05,48,52,80.1282051282051,1,NA,10,0,1,1,1,352,22,62,19
32,0,0,0,1,0,NA,3,14,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,7,0,6,0,999,0,41
53,1,1,0,0,1,NA,5,18,1,0,0,3,29200,40,12,60.8333333333333,1,NA,NA,0,1,1,1,842,157,36,45
50,1,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,9,1,1,60,869,0,4
50,0,1,1,0,1,0,2,12,0,0,0,1,37000,40,52,17.7884615384615,1,NA,30,0,2,1,6,871,385,0,24
26,1,1,0,0,1,0,1,0,0,0,0,1,30000,45,52,12.8205128205128,2,1100,30,0,1,1,1,732,376,0,48
31,0,0,0,0,1,NA,3,13,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,3,1,6,621,365,0,35
27,0,1,0,0,1,0,3,13,0,0,0,1,0,40,52,NA,2,590,10,0,1,1,6,772,458,0,53
55,0,0,0,1,1,NA,1,0,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,1,4,0,999,0,26
40,0,0,0,1,1,NA,2,12,0,0,0,1,12000,84,9,15.8730158730159,1,NA,NA,1,8,1,6,42,869,0,48
47,1,0,0,0,0,NA,3,13,0,0,0,1,9700,40,32,7.578125,1,NA,40,0,1,0,1,550,29,0,35
46,1,1,1,0,1,0,5,18,1,0,0,1,130000,40,52,62.5,1,NA,15,0,2,1,1,932,33,23,24
36,1,1,0,0,1,0,5,17,0,1,0,1,0,30,35,NA,1,NA,45,0,1,1,1,840,167,52,17
33,1,0,1,0,1,NA,2,12,0,0,0,1,22000,38,52,11.1336032388664,2,750,40,0,2,1,1,351,799,0,26
43,1,1,0,0,1,0,2,12,0,0,0,1,62000,40,52,29.8076923076923,1,NA,5,0,1,1,1,60,22,0,36
31,1,1,0,1,0,0,4,16,0,0,0,1,20000,40,52,9.61538461538461,1,NA,20,1,7,0,1,831,95,61,13
34,0,1,1,0,1,0,5,18,1,0,0,1,72000,40,52,34.6153846153846,1,NA,20,0,2,1,6,831,15,26,39
45,1,1,0,0,1,0,3,14,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,922,27,0,12
33,0,0,1,0,1,NA,3,14,0,0,0,2,0,NA,NA,NA,2,620,NA,0,2,1,6,31,486,0,29
42,0,0,0,0,1,NA,5,18,1,0,0,1,25000,19,52,25.3036437246964,1,NA,12,0,1,1,6,850,154,36,30
32,0,0,0,1,0,NA,3,13,0,0,0,1,35000,50,3,NA,1,NA,10,1,1,0,6,60,389,0,6
49,1,0,0,0,1,NA,3,13,0,0,0,1,65000,52,52,24.0384615384615,1,NA,45,0,1,1,1,400,823,0,47
50,1,1,0,0,1,0,5,18,1,0,0,1,15000,40,52,7.21153846153846,1,NA,5,0,1,1,1,842,155,23,45
35,0,1,0,0,1,0,4,16,0,0,0,2,0,NA,NA,NA,1,NA,NA,0,1,1,6,621,444,55,19
50,0,0,0,0,1,NA,2,12,0,0,0,1,23000,38,52,11.6396761133603,1,NA,3,0,1,1,6,591,365,0,19
45,0,1,0,0,1,0,5,18,1,0,0,1,69000,50,52,26.5384615384615,2,2100,60,0,1,1,4,881,274,21,51
30,1,0,0,1,0,NA,1,6,0,0,0,1,26000,40,52,12.5,2,1000,30,4,7,0,1,60,567,0,51
39,0,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,0,999,0,22
32,1,1,0,0,1,0,2,12,0,0,0,1,25000,40,52,12.0192307692308,1,NA,20,0,1,1,1,880,468,0,29
54,1,1,1,0,1,NA,4,16,0,0,0,1,60000,40,52,28.8461538461538,1,NA,5,0,2,1,1,842,156,23,34
26,0,1,0,0,1,0,3,13,0,0,0,1,30000,40,52,14.4230769230769,1,NA,60,0,1,1,6,810,434,0,8
25,1,0,0,1,1,NA,2,12,0,0,0,3,0,NA,NA,NA,2,850,NA,1,1,1,1,0,999,0,8
41,1,0,0,1,1,NA,2,12,0,0,0,2,50000,60,42,19.8412698412698,2,1200,NA,1,1,1,1,410,804,0,6
45,1,0,0,0,0,NA,5,18,1,0,0,1,90000,40,52,43.2692307692308,1,NA,10,0,6,0,1,892,188,55,36
47,0,1,1,0,1,0,4,16,0,0,0,3,0,NA,NA,NA,2,310,NA,0,2,1,6,0,999,23,47
54,0,1,0,0,1,NA,5,18,1,0,0,1,1e+05,60,46,36.231884057971,1,NA,30,0,1,1,6,441,23,62,48
54,1,1,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,2,400,NA,0,1,1,1,0,999,0,31
27,1,1,0,0,1,0,5,17,0,1,0,1,11800,80,14,10.5357142857143,1,NA,20,0,1,1,1,831,84,36,26
34,0,1,0,1,0,0,2,12,0,0,0,1,26000,40,52,12.5,2,980,7,1,1,0,4,601,444,0,6
44,1,1,0,0,1,0,3,14,0,0,0,1,1e+05,48,48,43.4027777777778,1,NA,30,0,8,1,1,910,417,0,12
46,0,1,0,0,1,0,5,18,1,0,0,1,89000,40,52,42.7884615384615,1,NA,20,0,1,1,3,882,22,60,12
30,1,0,0,1,0,NA,2,12,0,0,0,1,20000,30,52,12.8205128205128,2,790,35,2,7,0,1,722,405,0,9
45,0,0,0,0,1,NA,1,11,0,0,0,1,50000,65,52,14.792899408284,1,NA,10,0,1,1,6,751,243,0,48
40,1,0,0,0,1,NA,2,12,0,0,0,1,45000,45,52,19.2307692307692,1,NA,40,0,1,1,1,20,486,0,49
54,1,0,0,0,1,NA,2,12,0,0,0,1,10200,40,16,15.9375,1,NA,10,0,1,1,1,601,444,0,9
43,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,2,500,NA,0,1,1,1,641,435,0,26
41,1,0,0,0,1,NA,3,14,0,0,0,1,110000,43,52,49.1949910554562,1,NA,60,0,8,1,1,910,418,0,36
27,1,1,0,0,1,0,4,16,0,0,0,1,30000,40,36,20.8333333333333,2,1500,NA,0,1,1,1,842,156,61,25
30,0,0,0,0,1,NA,2,12,0,0,0,1,36500,40,52,17.5480769230769,1,NA,60,0,1,1,6,121,779,0,42
28,0,0,0,0,1,NA,5,18,1,0,0,1,85000,60,52,27.2435897435897,2,1500,12,0,1,1,6,700,25,62,37
50,1,0,0,0,1,NA,2,12,0,0,0,1,0,50,52,NA,1,NA,20,0,1,1,1,610,243,0,39
50,0,1,0,0,1,0,3,13,0,0,0,1,34000,45,52,14.5299145299145,1,NA,30,0,1,1,4,741,253,0,5
36,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,10
29,0,1,0,0,1,0,5,18,1,0,0,1,75000,40,52,36.0576923076923,2,1400,25,0,1,1,6,842,274,62,24
42,1,1,0,0,1,0,3,14,0,0,0,1,40000,30,5,NA,2,1700,5,0,1,1,1,641,435,0,6
46,1,1,0,0,0,0,2,12,0,0,0,1,17000,16,52,20.4326923076923,2,1300,NA,0,6,0,1,840,447,0,36
28,0,0,0,0,1,NA,2,12,0,0,0,1,40000,40,52,19.2307692307692,2,1200,40,0,1,1,6,180,889,0,18
48,0,0,0,0,0,NA,5,18,1,0,0,1,52000,40,30,43.3333333333333,2,1700,30,0,1,0,4,882,36,24,25
29,0,0,0,0,1,NA,2,12,0,0,0,1,24000,40,52,11.5384615384615,1,NA,20,0,1,1,6,591,376,0,48
38,1,1,0,0,1,0,5,18,1,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,23,26
55,1,0,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,2,1300,NA,0,1,1,1,0,999,0,6
44,0,1,1,0,1,0,4,16,0,0,0,1,130000,50,52,50,2,1200,25,0,2,1,6,910,418,55,36
50,1,1,0,1,0,0,2,12,0,0,0,1,50000,40,52,24.0384615384615,2,300,12,4,7,0,1,771,747,0,24
28,0,1,0,0,1,0,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,610,436,62,18
32,1,0,0,0,1,NA,5,18,1,0,0,1,85000,40,52,40.8653846153846,1,NA,15,0,1,1,1,831,176,19,18
46,1,0,0,0,1,NA,3,14,0,0,0,1,80000,40,52,38.4615384615385,1,NA,15,0,1,1,1,192,48,0,47
31,0,0,0,0,1,NA,3,14,0,0,0,1,29000,40,52,13.9423076923077,1,NA,50,0,1,1,6,892,357,0,29
53,1,0,0,0,1,NA,4,16,0,0,0,2,30000,40,12,62.5,1,NA,NA,0,1,1,1,831,96,36,25
47,1,1,0,0,1,0,2,12,0,0,0,1,40000,30,52,25.6410256410256,1,NA,1,0,1,1,1,242,657,0,27
36,1,0,0,0,1,NA,3,14,0,0,0,1,36000,36,52,19.2307692307692,1,NA,15,0,1,1,1,832,95,0,26
25,0,1,0,0,1,0,4,16,0,0,0,3,29600,40,52,14.2307692307692,1,NA,NA,0,1,1,6,842,159,61,42
54,1,0,0,0,0,NA,5,17,0,1,0,1,120000,40,52,57.6923076923077,1,NA,60,0,6,0,1,812,84,36,6
52,1,1,0,0,1,NA,4,16,0,0,0,1,50000,40,47,26.5957446808511,1,NA,15,0,1,1,1,710,243,62,1
44,1,0,0,0,1,NA,2,12,0,0,0,1,0,50,45,NA,2,550,20,0,1,1,1,60,22,0,29
32,1,1,0,0,1,1,4,16,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,623,243,19,28
37,1,1,0,0,1,0,4,16,0,0,0,1,11000,10,30,36.6666666666667,1,NA,20,0,1,1,1,840,27,55,13
42,1,1,0,0,1,0,4,16,0,0,0,1,76000,42,52,34.7985347985348,1,NA,25,0,1,1,1,711,194,62,28
42,1,1,0,0,0,0,1,11,0,0,0,3,0,NA,NA,NA,2,1000,NA,0,1,0,1,0,999,0,37
32,1,1,0,0,1,0,5,18,1,0,0,1,136000,45,52,58.1196581196581,1,NA,25,0,1,1,1,812,95,61,47
25,1,1,0,0,1,1,2,12,0,0,0,1,36000,40,52,17.3076923076923,1,NA,30,0,1,1,1,702,7,0,19
34,0,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,2,750,NA,0,1,1,6,0,999,0,39
50,1,1,0,0,1,0,2,12,0,0,0,1,30000,40,52,14.4230769230769,1,NA,20,0,8,1,1,641,436,0,15
37,0,0,0,0,1,NA,2,12,0,0,0,3,0,2,7,NA,1,NA,NA,0,1,1,6,20,486,0,21
48,1,1,0,0,1,0,5,18,1,0,0,1,75000,40,52,36.0576923076923,1,NA,40,0,1,1,1,842,156,23,42
52,1,1,0,1,0,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,0,1,0,999,0,6
27,0,1,0,0,1,1,3,13,0,0,0,1,25000,40,48,13.0208333333333,2,1500,NA,0,1,1,6,810,453,0,39
27,0,0,0,0,1,NA,4,16,0,0,0,1,40000,50,52,15.3846153846154,2,1800,45,0,1,1,6,860,195,60,34
53,1,0,0,0,1,NA,1,9,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,23
25,0,0,0,0,1,NA,4,16,0,0,0,3,40000,35,48,23.8095238095238,1,NA,NA,0,1,1,6,842,159,52,12
27,0,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,2,1700,NA,0,1,1,6,0,999,0,12
52,1,0,0,0,1,NA,2,12,0,0,0,1,50000,40,52,24.0384615384615,1,NA,90,0,1,1,1,351,878,0,21
31,1,0,0,0,1,NA,2,12,0,0,0,1,55000,40,52,26.4423076923077,1,NA,20,0,1,1,1,632,526,0,42
36,0,0,0,0,1,NA,3,14,0,0,0,1,130000,70,52,35.7142857142857,1,NA,80,0,1,1,4,60,597,0,42
27,0,1,0,0,1,0,2,12,0,0,0,1,16000,20,52,15.3846153846154,1,NA,15,0,1,1,6,591,276,0,50
33,0,1,0,1,1,0,5,18,1,0,0,1,31000,56,52,10.6456043956044,2,1400,35,4,8,1,6,850,154,60,17
33,0,0,0,0,1,NA,1,0,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,6,0,999,0,13
48,1,0,0,0,1,NA,3,13,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,3,1,1,930,558,0,35
49,1,1,0,1,0,0,1,0,0,0,0,1,25000,40,52,12.0192307692308,1,NA,10,4,1,0,1,100,779,0,1
31,0,0,1,0,1,NA,2,12,0,0,0,1,25000,40,52,12.0192307692308,1,NA,30,0,2,1,6,741,804,0,48
44,1,1,0,0,1,0,3,13,0,0,0,1,0,30,52,NA,1,NA,45,0,1,1,1,182,22,0,25
32,1,1,0,0,1,1,4,16,0,0,0,1,56000,40,52,26.9230769230769,1,NA,20,0,1,1,1,110,274,62,17
53,1,0,0,0,1,NA,4,16,0,0,0,1,50000,45,52,21.3675213675214,1,NA,60,0,1,1,1,270,274,62,29
29,1,1,0,0,1,0,3,14,0,0,0,1,45000,42,52,20.6043956043956,1,NA,35,0,1,1,1,450,376,0,47
30,0,1,1,0,1,0,4,16,0,0,0,1,8000,40,48,4.16666666666667,2,730,60,0,2,1,6,901,13,60,6
27,1,1,0,0,1,0,5,18,1,0,0,1,28800,50,52,11.0769230769231,1,NA,5,0,8,1,1,842,157,33,21
40,1,0,0,1,0,NA,5,18,1,0,0,1,28000,50,52,10.7692307692308,2,750,25,2,1,0,1,850,154,33,45
42,1,1,0,0,0,0,2,12,0,0,0,1,22000,30,42,17.4603174603175,1,NA,5,0,1,0,1,601,889,0,26
43,0,1,0,0,1,0,4,16,0,0,0,1,205000,45,52,87.6068376068376,1,NA,45,0,1,1,6,712,18,62,13
35,1,0,0,0,1,NA,5,18,1,0,0,1,110000,40,52,52.8846153846154,1,NA,15,0,1,1,1,711,243,62,48
42,0,0,1,0,1,NA,2,12,0,0,0,1,43000,45,52,18.3760683760684,1,NA,30,0,2,1,4,60,376,0,24
40,1,1,0,0,1,0,5,18,1,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,55,8
30,1,1,0,0,1,1,3,14,0,0,0,1,30000,40,52,14.4230769230769,1,NA,45,0,1,1,1,850,378,0,17
25,0,0,0,0,1,NA,4,16,0,0,0,1,50000,40,52,24.0384615384615,1,NA,15,0,8,1,6,890,23,55,6
39,1,0,1,0,1,NA,4,16,0,0,0,1,140000,50,52,53.8461538461538,1,NA,55,0,2,1,1,510,243,50,13
37,1,0,0,0,1,NA,4,16,0,0,0,1,125000,40,52,60.0961538461538,1,NA,22,0,1,1,1,352,44,24,53
52,1,1,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,22
27,0,1,0,0,1,0,4,16,0,0,0,1,90000,40,52,43.2692307692308,2,2800,60,0,6,1,6,892,166,62,6
27,1,0,0,1,0,NA,2,12,0,0,0,1,44000,45,52,18.8034188034188,2,900,20,1,7,0,2,620,243,0,53
52,1,1,0,0,1,NA,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,39
33,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,0,999,0,40
34,0,0,0,0,1,NA,4,16,0,0,0,1,46000,40,52,22.1153846153846,1,NA,35,0,1,1,6,901,65,62,6
34,1,0,0,0,1,NA,3,14,0,0,0,1,2000,5,20,20,2,680,10,0,1,1,1,631,275,0,48
37,1,0,0,0,1,NA,4,16,0,0,0,1,185000,45,52,79.0598290598291,1,NA,25,0,1,1,1,882,53,24,26
36,1,1,0,0,1,0,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,1,651,275,0,30
50,0,0,0,0,1,NA,4,16,0,0,0,1,50000,45,52,21.3675213675214,1,NA,12,0,6,1,4,842,64,21,39
30,0,0,0,0,1,NA,3,13,0,0,0,1,42000,40,52,20.1923076923077,2,1700,45,0,1,1,6,631,185,0,55
33,1,1,0,1,1,1,4,16,0,0,0,1,173000,45,52,73.9316239316239,1,NA,40,2,1,1,1,731,22,29,12
33,0,0,1,0,1,NA,3,14,0,0,0,1,0,40,52,NA,1,NA,75,0,2,1,6,780,457,0,36
33,0,0,0,1,1,NA,5,18,1,0,0,1,55000,50,52,21.1538461538462,2,3000,NA,1,1,1,6,842,156,52,6
28,0,0,0,0,1,NA,5,17,0,1,0,1,56000,80,52,13.4615384615385,2,2400,20,0,4,1,6,831,84,36,6
40,0,1,1,0,0,0,4,16,0,0,0,1,33000,40,52,15.8653846153846,1,NA,15,0,2,0,6,871,174,52,12
54,0,1,0,0,1,NA,2,12,0,0,0,1,57000,40,52,27.4038461538462,2,1400,25,0,1,1,4,873,313,0,8
49,1,0,0,0,1,NA,2,12,0,0,0,1,70000,60,52,22.4358974358974,1,NA,25,0,1,1,1,200,214,0,1
28,0,0,0,0,1,NA,3,14,0,0,0,1,0,22,40,NA,2,1600,30,0,1,1,6,860,159,0,6
50,1,0,0,0,1,NA,5,18,1,0,0,1,85000,55,52,29.7202797202797,1,NA,20,0,1,1,1,842,157,55,24
31,0,0,0,0,1,NA,5,18,1,0,0,1,70000,45,52,29.9145299145299,2,1800,20,0,1,1,6,842,157,37,25
54,1,0,0,0,0,NA,4,16,0,0,0,1,103000,40,52,49.5192307692308,1,NA,50,0,6,0,1,371,55,24,13
41,1,1,0,1,1,0,1,10,0,0,0,1,13200,20,52,12.6923076923077,2,1800,30,2,1,1,1,871,313,0,36
47,1,0,0,0,1,NA,4,16,0,0,0,1,97000,42,52,44.4139194139194,1,NA,20,0,1,1,1,300,13,23,41
53,1,1,0,0,1,NA,2,12,0,0,0,1,32000,40,52,15.3846153846154,1,NA,15,0,1,1,1,831,335,0,54
45,1,0,0,0,1,NA,5,18,1,0,0,1,90000,40,52,43.2692307692308,1,NA,NA,0,1,1,1,112,64,52,5
37,1,0,0,0,1,NA,4,16,0,0,0,1,83000,40,52,39.9038461538462,1,NA,45,0,1,1,1,663,65,37,39
47,1,0,0,0,1,NA,3,13,0,0,0,1,49000,40,52,23.5576923076923,1,NA,30,0,1,1,1,842,575,0,48
53,0,0,0,0,1,NA,4,16,0,0,0,1,1e+05,50,52,38.4615384615385,1,NA,5,0,1,1,6,732,26,24,8
46,1,1,0,1,0,0,1,4,0,0,0,3,0,NA,NA,NA,1,NA,NA,1,1,0,1,0,999,0,40
45,0,0,0,0,1,NA,2,12,0,0,0,1,34400,40,52,16.5384615384615,1,NA,25,0,1,1,6,471,694,0,37
36,1,1,0,1,1,0,5,18,1,0,0,1,53000,40,52,25.4807692307692,1,NA,30,4,8,1,1,850,14,55,8
40,1,0,1,0,1,NA,2,12,0,0,0,1,0,40,52,NA,2,1100,10,0,2,1,1,402,809,0,6
38,1,0,0,0,1,NA,2,12,0,0,0,1,95000,60,52,30.4487179487179,1,NA,5,0,1,1,1,441,22,0,49
27,0,0,0,0,1,NA,4,16,0,0,0,1,5000,30,45,3.7037037037037,1,NA,20,0,4,1,6,871,447,52,6
35,1,1,0,0,1,0,3,14,0,0,0,1,35000,40,52,16.8269230769231,1,NA,15,0,1,1,1,741,313,0,1
29,0,1,1,0,1,0,4,16,0,0,0,1,40000,40,52,19.2307692307692,2,830,NA,0,2,1,6,440,373,60,47
51,1,1,0,0,1,NA,2,12,0,0,0,1,46800,80,52,11.25,1,NA,15,0,1,1,1,291,274,0,24
35,1,1,0,0,1,1,3,13,0,0,0,2,0,50,45,NA,1,NA,NA,0,1,1,1,60,558,0,4
52,0,0,0,0,1,NA,5,18,1,0,0,1,180000,40,52,86.5384615384615,1,NA,25,0,1,1,6,732,229,24,51
31,1,1,0,0,1,0,2,12,0,0,0,1,20000,16,52,24.0384615384615,2,600,7,0,1,1,1,412,355,0,36
43,0,1,0,0,0,0,3,14,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,8,0,6,0,999,0,6
32,0,1,0,0,1,1,2,12,0,0,0,3,0,NA,NA,NA,1,NA,NA,0,1,1,4,0,999,0,53
54,1,0,0,1,0,NA,1,6,0,0,0,1,0,40,16,NA,2,1000,5,1,1,0,1,60,22,0,12
39,1,1,1,0,1,0,3,13,0,0,0,1,0,30,52,NA,2,120,15,0,2,1,1,410,357,0,17
54,1,1,0,0,1,NA,2,12,0,0,0,3,18000,38,36,13.1578947368421,1,NA,NA,0,1,1,1,842,329,0,55
55,0,0,0,0,0,NA,3,14,0,0,0,1,8800,40,52,4.23076923076923,1,NA,30,0,1,0,4,500,505,0,6
36,0,1,0,0,1,0,3,13,0,0,0,1,95000,45,52,40.5982905982906,1,NA,25,0,1,1,6,831,15,0,9
